sentence,raw_aspect,sentiment
Product is good but Heating Device,Heating Device,Negative
its good and your service also good,service,Positive
The phone is good performance wice and also look wice,performance,Positive
The phone is good performance wice and also look wice,look,Negative
Simply average phone due to battery other wise rest all features are 5 star but battery is very bad in this,battery,Negative
Simply average phone due to battery other wise rest all features are 5 star but battery is very bad in this,features,Positive
Simply average phone due to battery other wise rest all features are 5 star but battery is very bad in this,battery,Negative
it ' s good product,product,Positive
Its product it nice,product,Positive
Back camera is good,Back camera,Positive
Battery life is down,Battery life,Negative
I m using it for 1 year,using,Neutral
Battery performance is little weak as the capacity of battery is low respect to other phones,Battery performance,Negative
Battery performance is little weak as the capacity of battery is low respect to other phones,capacity of battery,Negative
Overall performance is too good and very light weight,performance,Positive
Overall performance is too good and very light weight,weight,Positive
Looks cool and handy,,
one of the best brand phone with good camera and all the are good,phone,Positive
one of the best brand phone with good camera and all the are good,camera,Positive
phone good but insert SIM not give network,SIM,Negative
phone good but insert SIM not give network,network,Negative
Best phone look wise and performance under 10k,look,Positive
Best phone look wise and performance under 10k,performance,Positive
Light weight nd slim design makes it more attractive,weight,Positive
Light weight nd slim design makes it more attractive,design,Positive
security sensitivity 10 / 105,security,Positive
really amazing product,product,Positive
thx to flipkart,,
G and products,products,Neutral
it ' s good but battery is not good only 3000mah😏,battery,Negative
Best mobile in range but battery capicity is low,battery capicity,Negative
Mobile got delivered on 19th may nd on 7th June the fingerprint is not working at all,fingerprint,Negative
this app very bad not refund,,
very very very bad,,
osm camera quality,camera quality,Negative
value for your money Good job HONOR,value,Positive
value for your money Good job HONOR,money,Positive
value for your money Good job HONOR,job,Positive
very nice futures in this phone,phone,Positive
Nice phone at this price range,phone,Positive
Nice phone at this price range,price range,Positive
Everything is fine but battery not ok,battery,Negative
I want to Praise and gift,,
Headset is not there in the pack,Headset,Negative
Headset is not there in the pack,pack,Negative
Back camera clarity is very poor and battery is not good,clarity,Negative
Back camera clarity is very poor and battery is not good,battery,Negative
Totally down from few minutes,,
This is totally waste of money,money,Negative
It ' s been 12 hours I have purchased it and I have received the following problems,,
"Battery issue , Camera issue , over heating and I don ' t know what will be next",Battery,Negative
"Battery issue , Camera issue , over heating and I don ' t know what will be next",Camera,Negative
good mobile but battery is not goof,battery,Negative
Value of money nice phone great features,Value,Positive
Value of money nice phone great features,features,Positive
Nice mobile worth for every penny,mobile worth,Positive
but battery drains fast when compares with snapdragon processor,battery,Negative
but battery drains fast when compares with snapdragon processor,processor,Positive
Camera shutter speed is not good,shutter speed,Negative
Cool phone in tis price loved it ❤ ️,price,Positive
Touch is poor and not that efficient,Touch,Negative
superb but buttery low capacity,capacity,Negative
cheap n best phone,phone,Positive
camera is excellent,camera,Positive
all around the product was good and worth of the money the only con is that it doesn ' t come with headphone,money,Positive
all around the product was good and worth of the money the only con is that it doesn ' t come with headphone,headphone,Negative
Not as expected,,
Waste mobile don ' t buy it ' s different process,,
"Play store not install in this phone , phone start hang within one month",Play store,Negative
"Play store not install in this phone , phone start hang within one month",hang,Negative
"Doesnt support any google service , no google play store , no you tube nothing",google,Negative
"Doesnt support any google service , no google play store , no you tube nothing",play,Negative
This phone doesn ' t support Google sign in,Google,Negative
How can someone use phone these days without Google account,,
"Despite this major drawback , everything is good",,
Its is good,,
I m satisfied,,
Without play store waste mobile,,
"This is not a Android phone , regular apps cannot be installed directly",Android phone,Negative
"This is not a Android phone , regular apps cannot be installed directly",apps,Negative
It ' s not good quality,quality,Negative
Very nice phone in this prize range love you honour ❤ ️ ❤ ️ ❤ ️,prize range,Positive
Google play store and services not support,support,Negative
"Its not supported by Google , u can not get yotube😢like that",yotube😢like,Negative
Google services not supporting,Google,Negative
Im not satisfied ☹ ️ ☹ ️,,
Very bad productGoogle service is not available Play Store is not available,service,Negative
Very bad productGoogle service is not available Play Store is not available,Play Store,Negative
k bt play store is not available,,
Great in this price range,price range,Positive
camera quality good,camera quality,Positive
Mobil is good but this phone we have to upload the main aaps in this mobil no play store and main apps by purchasing please think,apps,Negative
"Camera : Not upgraded Battery : battery life is poor , even if u dont use your phone it drainsLooks : Okay Okay",Camera,Negative
"Camera : Not upgraded Battery : battery life is poor , even if u dont use your phone it drainsLooks : Okay Okay",Battery,Negative
"Camera : Not upgraded Battery : battery life is poor , even if u dont use your phone it drainsLooks : Okay Okay",battery life,Negative
Worst phone don ' t by this,phone,Negative
"It ' s , most loved for single handed user",user,Positive
It is perfect in mid bugget sagement,,
Nice 👍 Product,Product,Positive
Good entry level smart phone,smart phone,Positive
Loved the display,display,Positive
Camera and battery life are good,Camera,Positive
Camera and battery life are good,battery life,Positive
Overall Performance is Good,Performance,Positive
It doesn ' t support google store,google,Negative
